measure_date,year,month,day_name,day_of_week,city_name,vn_aqi,health_implication,dominant_pollutant,is_hazardous,data_quality_status,avg_aqi_owm,avg_pm2_5,max_pm2_5,avg_pm10,max_pm10,avg_co,avg_no2,avg_so2,avg_o3,avg_no,avg_nh3,record_count
2022-06-09,2022,6,Thursday,5,Ho Chi Minh City,163,Unhealthy,PM2.5,false,Valid,4.79,97.22,195.97,114.75,237.01,2130.67,49.75,61.41,107.29,34.76,13.23,24
2022-06-10,2022,6,Friday,6,Ho Chi Minh City,281,Very Unhealthy,PM2.5,true,Valid,5.0,231.75,520.97,260.41,557.96,4506.67,40.2,107.65,0.77,153.87,26.68,24
2022-06-11,2022,6,Saturday,7,Ho Chi Minh City,165,Unhealthy,PM2.5,false,Valid,4.21,101.05,419.48,115.77,446.02,1976.01,38.66,48.7,31.83,44.9,14.99,24
2022-06-12,2022,6,Sunday,1,Ho Chi Minh City,164,Unhealthy,PM2.5,false,Valid,4.83,98.66,279.78,113.95,324.61,1767.95,46.3,58.41,28.97,37.89,11.32,24
2022-06-13,2022,6,Monday,2,Ho Chi Minh City,166,Unhealthy,PM2.5,false,Valid,4.5,101.55,247.94,123.46,308.76,2149.86,35.89,51.81,8.23,41.79,13.22,24
2022-06-14,2022,6,Tuesday,3,Ho Chi Minh City,141,Poor,PM2.5,false,Valid,4.63,74.56,191.36,92.92,235.87,1682.0,30.15,48.04,54.36,35.83,13.11,24
2022-06-15,2022,6,Wednesday,4,Ho Chi Minh City,199,Unhealthy,PM2.5,false,Valid,4.67,149.56,343.25,173.27,367.34,3296.97,28.89,69.64,0.76,99.24,22.42,24
2022-06-16,2022,6,Thursday,5,Ho Chi Minh City,257,Very Unhealthy,PM2.5,true,Valid,5.0,207.15,399.79,237.9,435.77,3905.85,36.93,81.1,0.18,116.88,17.86,24
2022-06-17,2022,6,Friday,6,Ho Chi Minh City,283,Very Unhealthy,PM2.5,true,Valid,4.88,232.93,448.91,256.48,469.27,4438.24,53.02,83.86,12.87,115.36,23.77,24
2022-06-18,2022,6,Saturday,7,Ho Chi Minh City,176,Unhealthy,PM2.5,false,Valid,4.54,117.0,459.13,133.64,481.51,2358.48,37.65,47.5,91.55,46.21,12.23,24
2022-06-19,2022,6,Sunday,1,Ho Chi Minh City,166,Unhealthy,PM2.5,false,Valid,4.54,101.76,284.75,117.52,311.14,2072.25,32.57,47.56,30.76,42.34,15.44,24
2022-06-20,2022,6,Monday,2,Ho Chi Minh City,160,Unhealthy,PM2.5,false,Valid,5.0,94.05,287.57,108.42,323.55,1607.46,43.88,57.35,171.66,23.87,11.33,24
2022-06-21,2022,6,Tuesday,3,Ho Chi Minh City,170,Unhealthy,PM2.5,false,Valid,4.63,107.32,259.75,127.36,287.27,2391.58,35.64,58.29,12.16,52.58,16.4,24
2022-06-22,2022,6,Wednesday,4,Ho Chi Minh City,218,Very Unhealthy,PM2.5,true,Valid,4.54,167.53,406.97,201.43,502.27,3846.33,36.46,67.95,15.02,95.09,19.58,24
2022-06-23,2022,6,Thursday,5,Ho Chi Minh City,195,Unhealthy,PM2.5,false,Valid,5.0,143.38,292.41,163.55,315.49,2623.0,48.53,71.9,148.77,59.45,14.86,24
2022-06-24,2022,6,Friday,6,Ho Chi Minh City,264,Very Unhealthy,PM2.5,true,Valid,4.67,214.45,510.6,250.14,613.07,4343.67,32.33,71.19,1.23,105.62,25.07,24
2022-06-25,2022,6,Saturday,7,Ho Chi Minh City,198,Unhealthy,PM2.5,false,Valid,4.67,148.03,391.75,168.98,432.29,2920.35,31.27,50.53,81.54,64.94,17.42,24
2022-06-26,2022,6,Sunday,1,Ho Chi Minh City,205,Very Unhealthy,PM2.5,true,Valid,4.5,154.69,428.44,175.45,459.66,2933.98,39.04,76.89,11.62,90.37,24.46,24
2022-06-27,2022,6,Monday,2,Ho Chi Minh City,255,Very Unhealthy,PM2.5,true,Valid,5.0,204.96,417.37,231.18,473.28,3254.14,61.09,68.63,200.27,49.46,15.5,24
2022-06-28,2022,6,Tuesday,3,Ho Chi Minh City,171,Unhealthy,PM2.5,false,Valid,4.96,109.87,231.76,124.86,251.68,1878.66,51.0,61.19,92.98,31.83,10.38,24
2022-06-29,2022,6,Wednesday,4,Ho Chi Minh City,98,Moderate,PM2.5,false,Valid,3.42,49.08,151.94,61.01,187.83,1395.5,23.14,32.94,20.21,26.22,10.12,24
2022-06-30,2022,6,Thursday,5,Ho Chi Minh City,31,Good,PM2.5,false,Valid,2.08,15.66,33.16,20.47,43.88,652.83,22.41,23.07,10.64,6.73,5.3,24
2022-07-01,2022,7,Friday,6,Ho Chi Minh City,41,Good,PM2.5,false,Valid,2.75,20.91,35.46,27.17,45.25,733.22,24.18,24.48,23.6,7.77,5.97,24
2022-07-02,2022,7,Saturday,7,Ho Chi Minh City,115,Poor,PM2.5,false,Valid,3.71,58.65,130.76,68.75,156.44,1380.76,26.27,23.51,67.95,13.66,8.81,24
2022-07-03,2022,7,Sunday,1,Ho Chi Minh City,93,Moderate,PM2.5,false,Valid,4.25,46.75,102.48,54.33,117.59,1154.07,27.39,26.97,34.33,10.4,7.26,24
2022-07-04,2022,7,Monday,2,Ho Chi Minh City,82,Moderate,PM2.5,false,Valid,3.83,41.0,64.55,49.45,77.08,1031.96,28.96,32.61,20.56,12.71,7.43,24
2022-07-05,2022,7,Tuesday,3,Ho Chi Minh City,147,Poor,PM2.5,false,Valid,4.21,78.51,175.33,95.19,215.03,1787.15,28.7,37.81,21.99,35.17,10.39,24
2022-07-06,2022,7,Wednesday,4,Ho Chi Minh City,79,Moderate,PM2.5,false,Valid,4.0,39.32,135.57,47.82,160.49,1076.74,28.34,34.18,24.32,17.2,7.5,24
2022-07-07,2022,7,Thursday,5,Ho Chi Minh City,65,Moderate,PM2.5,false,Valid,3.33,32.56,56.12,41.54,73.9,994.68,22.19,28.82,25.03,17.09,7.89,24
2022-07-08,2022,7,Friday,6,Ho Chi Minh City,53,Moderate,PM2.5,false,Valid,3.13,26.12,46.87,32.6,59.0,852.55,22.74,24.34,37.19,10.28,6.21,24
2022-07-09,2022,7,Saturday,7,Ho Chi Minh City,62,Moderate,PM2.5,false,Valid,3.63,30.69,55.42,35.9,65.93,855.88,22.9,26.23,57.94,10.53,6.57,24
2022-07-10,2022,7,Sunday,1,Ho Chi Minh City,27,Good,PM2.5,false,Valid,2.04,13.76,26.16,16.98,32.46,619.03,16.75,17.75,25.75,6.94,5.06,24
2022-07-11,2022,7,Monday,2,Ho Chi Minh City,32,Good,PM2.5,false,Valid,2.42,16.31,31.93,20.11,39.88,644.21,18.25,21.75,41.13,8.78,5.09,24
2022-07-12,2022,7,Tuesday,3,Ho Chi Minh City,19,Good,PM2.5,false,Valid,1.58,9.94,13.32,12.66,17.48,508.61,16.91,17.91,8.58,4.93,3.98,24
2022-07-13,2022,7,Wednesday,4,Ho Chi Minh City,26,Good,PM2.5,false,Valid,1.75,13.05,24.23,16.11,30.06,572.86,17.42,18.2,27.89,5.66,4.5,24
2022-07-14,2022,7,Thursday,5,Ho Chi Minh City,41,Good,PM2.5,false,Valid,2.75,20.59,32.67,26.64,42.45,688.99,20.11,24.54,44.7,9.66,6.27,24
2022-07-15,2022,7,Friday,6,Ho Chi Minh City,73,Moderate,PM2.5,false,Valid,3.33,36.47,82.78,44.78,103.39,1038.91,28.15,29.15,21.46,12.63,7.29,24
2022-07-16,2022,7,Saturday,7,Ho Chi Minh City,69,Moderate,PM2.5,false,Valid,3.67,34.66,61.61,42.44,78.2,966.59,25.03,23.02,36.84,7.91,6.92,24
2022-07-17,2022,7,Sunday,1,Ho Chi Minh City,67,Moderate,PM2.5,false,Valid,3.42,33.58,50.25,40.61,62.05,962.42,26.69,24.47,26.11,7.36,6.77,24
2022-07-18,2022,7,Monday,2,Ho Chi Minh City,96,Moderate,PM2.5,false,Valid,4.21,47.97,92.45,58.31,114.65,1193.56,28.71,30.22,65.8,13.52,8.54,24
2022-07-19,2022,7,Tuesday,3,Ho Chi Minh City,78,Moderate,PM2.5,false,Valid,4.08,38.91,57.58,45.74,67.14,968.81,25.9,28.65,64.37,10.79,6.79,24
2022-07-20,2022,7,Wednesday,4,Ho Chi Minh City,,N/A,,false,Insufficient Data (<75%),5.0,59.37,59.37,69.29,69.29,1482.01,24.68,43.39,0.1,31.29,10.26,1
2022-07-22,2022,7,Friday,6,Ho Chi Minh City,185,Unhealthy,PM2.5,false,Valid,5.0,128.93,245.15,154.24,277.39,2167.0,58.77,71.36,203.13,33.02,13.13,23
2022-07-23,2022,7,Saturday,7,Ho Chi Minh City,194,Unhealthy,PM2.5,false,Valid,4.92,142.0,265.54,165.4,325.81,2998.51,44.3,70.62,2.68,87.53,13.87,24
2022-07-24,2022,7,Sunday,1,Ho Chi Minh City,112,Poor,PM2.5,false,Valid,4.63,57.29,118.82,72.82,131.59,1364.07,36.33,49.53,148.77,21.68,9.61,24
2022-07-25,2022,7,Monday,2,Ho Chi Minh City,197,Unhealthy,PM2.5,false,Valid,4.96,146.36,259.68,177.49,299.49,3637.15,54.59,99.86,50.78,91.19,22.02,24
2022-07-26,2022,7,Tuesday,3,Ho Chi Minh City,228,Very Unhealthy,PM2.5,true,Valid,5.0,178.0,326.84,206.06,354.51,3696.68,46.9,92.05,1.99,108.22,19.86,24
2022-07-27,2022,7,Wednesday,4,Ho Chi Minh City,249,Very Unhealthy,PM2.5,true,Valid,4.75,199.01,446.03,226.61,472.21,3859.12,45.97,80.17,4.38,107.26,18.46,24
2022-07-28,2022,7,Thursday,5,Ho Chi Minh City,237,Very Unhealthy,PM2.5,true,Valid,4.83,186.39,501.21,209.81,535.77,3222.98,49.6,62.62,100.14,61.07,15.55,24
2022-07-29,2022,7,Friday,6,Ho Chi Minh City,152,Unhealthy,PM2.5,false,Valid,4.88,82.02,312.03,94.01,338.53,1456.7,36.35,37.61,171.66,15.03,9.45,24
2022-07-30,2022,7,Saturday,7,Ho Chi Minh City,115,Poor,PM2.5,false,Valid,4.25,58.93,132.65,69.62,154.67,1354.34,33.62,38.81,43.99,18.53,9.19,24
2022-07-31,2022,7,Sunday,1,Ho Chi Minh City,85,Moderate,PM2.5,false,Valid,4.04,42.55,72.92,50.58,87.95,1108.45,26.71,34.77,67.95,16.45,8.77,24
2022-08-01,2022,8,Monday,2,Ho Chi Minh City,168,Unhealthy,PM2.5,false,Valid,4.04,104.73,306.23,119.53,350.03,2338.45,36.1,62.96,34.33,67.36,11.33,24
2022-08-02,2022,8,Tuesday,3,Ho Chi Minh City,202,Very Unhealthy,PM2.5,true,Valid,4.46,151.08,439.28,170.32,491.72,3236.06,41.13,76.39,17.34,93.33,15.82,24
2022-08-03,2022,8,Wednesday,4,Ho Chi Minh City,118,Poor,PM2.5,false,Valid,4.29,60.43,190.59,71.44,212.73,1528.74,28.39,44.97,4.29,36.09,10.6,24
2022-08-04,2022,8,Thursday,5,Ho Chi Minh City,97,Moderate,PM2.5,false,Valid,3.92,48.88,101.28,58.62,120.54,1303.71,26.89,39.97,15.91,26.92,9.64,24
2022-08-05,2022,8,Friday,6,Ho Chi Minh City,80,Moderate,PM2.5,false,Valid,3.58,39.95,79.95,48.61,95.58,1152.12,22.53,30.39,34.69,22.15,8.86,24
2022-08-06,2022,8,Saturday,7,Ho Chi Minh City,77,Moderate,PM2.5,false,Valid,3.83,38.34,63.19,44.59,77.52,940.44,24.82,22.07,48.64,6.59,6.32,24
2022-08-07,2022,8,Sunday,1,Ho Chi Minh City,51,Moderate,PM2.5,false,Valid,3.17,25.22,41.47,31.75,54.64,803.31,22.23,20.05,54.36,6.78,6.38,24
2022-08-08,2022,8,Monday,2,Ho Chi Minh City,88,Moderate,PM2.5,false,Valid,4.17,43.96,56.74,50.24,72.48,995.52,28.73,27.78,53.64,8.06,6.12,24
2022-08-09,2022,8,Tuesday,3,Ho Chi Minh City,76,Moderate,PM2.5,false,Valid,3.79,37.93,103.4,46.14,126.46,1103.16,25.0,25.86,40.41,13.29,7.31,24
2022-08-10,2022,8,Wednesday,4,Ho Chi Minh City,54,Moderate,PM2.5,false,Valid,3.13,26.59,52.21,33.81,66.96,811.8,22.64,25.61,60.08,11.06,6.35,24
2022-08-11,2022,8,Thursday,5,Ho Chi Minh City,138,Poor,PM2.5,false,Valid,4.46,72.8,141.07,87.03,174.63,1637.78,33.19,33.88,49.35,21.09,9.77,24
2022-08-12,2022,8,Friday,6,Ho Chi Minh City,395,Hazardous,PM2.5,true,Valid,4.79,368.33,936.13,406.95,1034.27,7615.33,51.86,87.24,97.27,157.45,43.36,24
2022-08-13,2022,8,Saturday,7,Ho Chi Minh City,154,Unhealthy,PM2.5,false,Valid,4.46,84.63,587.45,95.15,613.07,1694.52,30.61,26.38,97.27,21.42,10.32,24
2022-08-14,2022,8,Sunday,1,Ho Chi Minh City,160,Unhealthy,PM2.5,false,Valid,4.54,92.87,250.06,108.73,303.25,1988.81,39.96,39.38,87.26,25.69,10.89,24
2022-08-15,2022,8,Monday,2,Ho Chi Minh City,118,Poor,PM2.5,false,Valid,4.29,60.68,153.73,73.28,188.25,1523.73,25.59,41.31,14.48,31.84,10.49,24
2022-08-16,2022,8,Tuesday,3,Ho Chi Minh City,93,Moderate,PM2.5,false,Valid,3.75,46.76,99.74,57.33,116.93,1280.35,24.49,32.38,26.46,23.64,8.9,24
2022-08-17,2022,8,Wednesday,4,Ho Chi Minh City,108,Poor,PM2.5,false,Valid,3.92,54.64,118.26,68.45,150.44,1528.74,27.3,32.9,15.56,24.81,9.46,24
2022-08-18,2022,8,Thursday,5,Ho Chi Minh City,95,Moderate,PM2.5,false,Valid,4.33,47.8,88.61,58.93,113.12,1101.77,27.3,32.54,100.14,15.56,8.38,24
2022-08-19,2022,8,Friday,6,Ho Chi Minh City,122,Poor,PM2.5,false,Valid,3.75,63.03,237.16,77.48,281.42,1718.16,25.33,35.77,32.54,33.59,10.76,24
2022-08-20,2022,8,Saturday,7,Ho Chi Minh City,43,Good,PM2.5,false,Valid,2.71,21.6,41.48,27.72,53.51,770.21,23.87,25.02,10.37,9.14,6.36,24
2022-08-21,2022,8,Sunday,1,Ho Chi Minh City,67,Moderate,PM2.5,false,Valid,3.54,33.51,58.17,41.14,68.93,1012.48,25.3,25.23,25.75,10.99,7.41,24
2022-08-22,2022,8,Monday,2,Ho Chi Minh City,164,Unhealthy,PM2.5,false,Valid,3.88,98.62,247.44,118.91,281.12,2215.78,26.5,42.33,15.02,48.18,16.14,24
2022-08-23,2022,8,Tuesday,3,Ho Chi Minh City,164,Unhealthy,PM2.5,false,Valid,4.29,99.75,333.47,118.22,395.08,2351.8,32.02,51.03,18.42,53.26,14.68,24
2022-08-24,2022,8,Wednesday,4,Ho Chi Minh City,70,Moderate,PM2.5,false,Valid,3.75,34.93,64.82,42.44,81.68,946.84,27.19,31.68,52.93,13.47,7.29,24
2022-08-25,2022,8,Thursday,5,Ho Chi Minh City,77,Moderate,PM2.5,false,Valid,3.46,38.52,104.32,47.91,124.0,1097.04,28.76,35.55,16.45,19.46,8.73,24
2022-08-26,2022,8,Friday,6,Ho Chi Minh City,172,Unhealthy,PM2.5,false,Valid,4.63,110.75,257.64,127.9,306.8,2498.94,42.98,49.51,55.07,44.78,12.09,24
2022-08-27,2022,8,Saturday,7,Ho Chi Minh City,156,Unhealthy,PM2.5,false,Valid,4.63,88.4,155.18,99.09,167.91,1752.93,50.95,47.98,59.37,25.88,9.47,24
2022-08-28,2022,8,Sunday,1,Ho Chi Minh City,199,Unhealthy,PM2.5,false,Valid,5.0,149.6,286.35,167.81,318.54,3055.25,58.28,62.17,75.82,48.75,17.77,24
2022-08-29,2022,8,Monday,2,Ho Chi Minh City,132,Poor,PM2.5,false,Valid,3.75,69.05,208.22,88.54,251.75,1804.95,31.33,43.96,22.89,39.22,11.37,24
2022-08-30,2022,8,Tuesday,3,Ho Chi Minh City,212,Very Unhealthy,PM2.5,true,Valid,4.88,161.53,351.87,189.82,415.48,3646.33,64.9,91.04,115.87,79.5,15.57,24
2022-08-31,2022,8,Wednesday,4,Ho Chi Minh City,204,Very Unhealthy,PM2.5,true,Valid,4.88,153.93,285.15,171.99,320.98,3195.44,52.79,84.64,3.35,99.2,11.62,24
2022-09-01,2022,9,Thursday,5,Ho Chi Minh City,442,Hazardous,PM2.5,true,Valid,5.0,428.13,922.1,462.78,971.0,5860.17,114.59,101.13,246.05,50.03,34.29,24
2022-09-02,2022,9,Friday,6,Ho Chi Minh City,212,Very Unhealthy,PM2.5,true,Valid,4.83,161.72,927.46,180.77,979.62,2896.71,46.59,65.99,14.66,51.58,19.93,24
2022-09-03,2022,9,Saturday,7,Ho Chi Minh City,90,Moderate,PM2.5,false,Valid,4.08,45.27,71.38,54.02,83.74,1242.8,27.05,37.96,12.7,22.81,9.11,24
2022-09-04,2022,9,Sunday,1,Ho Chi Minh City,58,Moderate,PM2.5,false,Valid,3.17,29.01,61.82,36.06,75.94,914.57,20.04,25.46,36.84,15.13,7.42,24
2022-09-05,2022,9,Monday,2,Ho Chi Minh City,95,Moderate,PM2.5,false,Valid,3.75,47.93,133.23,59.78,168.24,1319.01,22.78,31.81,20.03,24.64,9.79,24
2022-09-06,2022,9,Tuesday,3,Ho Chi Minh City,79,Moderate,PM2.5,false,Valid,3.83,39.38,80.45,48.48,100.75,1152.95,24.79,37.18,12.34,24.28,8.46,24
2022-09-07,2022,9,Wednesday,4,Ho Chi Minh City,85,Moderate,PM2.5,false,Valid,3.83,42.44,106.94,52.08,134.72,1215.54,25.43,33.71,31.47,21.56,8.39,24
2022-09-08,2022,9,Thursday,5,Ho Chi Minh City,111,Poor,PM2.5,false,Valid,3.75,56.41,116.92,70.13,151.08,1462.26,25.94,32.47,65.09,26.14,10.16,24
2022-09-09,2022,9,Friday,6,Ho Chi Minh City,168,Unhealthy,PM2.5,false,Valid,4.04,105.36,235.82,121.46,265.37,2211.05,42.73,66.21,26.82,63.49,11.88,24
2022-09-10,2022,9,Saturday,7,Ho Chi Minh City,197,Unhealthy,PM2.5,false,Valid,4.79,146.72,330.08,164.39,356.94,2855.54,40.79,60.6,1.5,70.04,18.19,24
2022-09-11,2022,9,Sunday,1,Ho Chi Minh City,98,Moderate,PM2.5,false,Valid,4.0,49.04,121.89,62.33,148.74,1388.55,33.62,51.16,3.31,36.21,9.12,24
2022-09-12,2022,9,Monday,2,Ho Chi Minh City,334,Hazardous,PM2.5,true,Valid,4.21,291.68,739.8,323.99,814.04,5687.16,37.63,92.25,2.95,149.34,37.7,24
2022-09-13,2022,9,Tuesday,3,Ho Chi Minh City,190,Unhealthy,PM2.5,false,Valid,4.96,135.85,678.02,151.67,720.89,2308.13,50.62,78.04,47.92,62.72,11.08,24
2022-09-14,2022,9,Wednesday,4,Ho Chi Minh City,74,Moderate,PM2.5,false,Valid,4.0,36.99,54.78,45.61,70.45,1058.94,30.07,35.01,38.27,15.78,8.19,24
2022-09-15,2022,9,Thursday,5,Ho Chi Minh City,169,Unhealthy,PM2.5,false,Valid,3.67,106.81,513.18,127.38,591.43,2910.89,26.33,37.07,29.33,56.84,13.64,24
2022-09-16,2022,9,Friday,6,Ho Chi Minh City,86,Moderate,PM2.5,false,Valid,3.67,43.31,100.57,52.84,121.0,1226.94,29.36,36.83,21.1,23.39,8.57,24
2022-09-17,2022,9,Saturday,7,Ho Chi Minh City,80,Moderate,PM2.5,false,Valid,3.67,40.29,85.99,49.67,103.99,1130.14,25.49,23.77,55.07,12.58,8.19,24
2022-09-18,2022,9,Sunday,1,Ho Chi Minh City,67,Moderate,PM2.5,false,Valid,3.38,33.56,57.99,41.64,71.41,1008.59,21.35,27.85,29.33,18.16,8.49,24
2022-09-19,2022,9,Monday,2,Ho Chi Minh City,91,Moderate,PM2.5,false,Valid,3.88,45.56,101.44,56.03,127.08,1311.5,22.43,30.69,10.91,24.47,9.26,24
2022-09-20,2022,9,Tuesday,3,Ho Chi Minh City,72,Moderate,PM2.5,false,Valid,3.58,36.2,63.11,45.38,77.95,1098.99,21.74,30.47,18.95,21.0,8.63,24
2022-09-21,2022,9,Wednesday,4,Ho Chi Minh City,86,Moderate,PM2.5,false,Valid,3.63,43.09,91.78,53.41,113.24,1198.29,21.85,38.3,5.32,30.56,8.73,24
2022-09-22,2022,9,Thursday,5,Ho Chi Minh City,75,Moderate,PM2.5,false,Valid,3.71,37.43,66.54,47.27,87.07,1133.48,25.25,33.25,6.44,22.34,8.39,24
2022-09-23,2022,9,Friday,6,Ho Chi Minh City,266,Very Unhealthy,PM2.5,true,Valid,4.13,216.5,734.99,240.86,791.96,4468.84,34.14,57.38,18.24,105.08,21.25,24
2022-09-24,2022,9,Saturday,7,Ho Chi Minh City,116,Poor,PM2.5,false,Valid,4.29,59.68,190.14,69.36,212.96,1339.04,33.7,38.78,35.76,19.81,9.43,24
2022-09-25,2022,9,Sunday,1,Ho Chi Minh City,136,Poor,PM2.5,false,Valid,4.04,72.02,142.12,83.22,160.78,1720.11,33.04,54.86,17.52,47.66,11.57,24
2022-09-26,2022,9,Monday,2,Ho Chi Minh City,86,Moderate,PM2.5,false,Valid,4.0,43.36,108.67,50.92,129.45,1217.76,27.63,35.65,8.14,20.21,8.09,24
2022-09-27,2022,9,Tuesday,3,Ho Chi Minh City,40,Good,PM2.5,false,Valid,2.5,20.08,38.93,23.71,44.58,744.34,21.24,20.12,20.92,5.27,5.15,24
2022-09-28,2022,9,Wednesday,4,Ho Chi Minh City,19,Good,PM2.5,false,Valid,1.42,9.76,12.3,12.54,16.29,485.38,17.87,16.48,27.18,3.44,3.89,24
2022-09-29,2022,9,Thursday,5,Ho Chi Minh City,40,Good,PM2.5,false,Valid,2.75,20.36,34.1,25.9,43.59,753.52,23.43,27.15,21.64,11.75,6.0,24
2022-09-30,2022,9,Friday,6,Ho Chi Minh City,115,Poor,PM2.5,false,Valid,3.67,58.99,146.97,71.51,182.09,1632.49,30.13,35.62,19.49,27.98,9.47,24
2022-10-01,2022,10,Saturday,7,Ho Chi Minh City,151,Unhealthy,PM2.5,false,Valid,4.38,80.67,169.23,92.03,191.61,1982.41,40.58,61.5,20.56,43.58,10.94,24
2022-10-02,2022,10,Sunday,1,Ho Chi Minh City,94,Moderate,PM2.5,false,Valid,4.33,47.29,72.74,61.6,101.41,1398.84,38.07,50.5,45.78,26.5,9.14,24
2022-10-03,2022,10,Monday,2,Ho Chi Minh City,111,Poor,PM2.5,false,Valid,4.0,56.51,136.9,73.66,160.58,1559.06,33.74,46.34,24.68,32.44,10.36,24
2022-10-04,2022,10,Tuesday,3,Ho Chi Minh City,163,Unhealthy,PM2.5,false,Valid,4.79,97.29,166.63,120.53,192.51,2423.29,46.17,71.43,78.68,52.66,12.97,24
2022-10-05,2022,10,Wednesday,4,Ho Chi Minh City,116,Poor,PM2.5,false,Valid,4.33,59.47,171.71,73.97,197.29,1582.7,35.59,56.31,18.6,41.35,9.47,24
2022-10-06,2022,10,Thursday,5,Ho Chi Minh City,132,Poor,PM2.5,false,Valid,4.17,69.19,164.99,85.28,202.32,1898.41,41.18,57.63,28.61,43.23,10.28,24
2022-10-07,2022,10,Friday,6,Ho Chi Minh City,106,Poor,PM2.5,false,Valid,4.17,53.17,109.29,65.63,134.43,1550.44,42.72,60.58,60.08,36.19,10.46,24
2022-10-08,2022,10,Saturday,7,Ho Chi Minh City,107,Poor,PM2.5,false,Valid,4.46,54.04,87.46,64.69,98.55,1399.95,43.48,51.57,32.54,28.66,8.29,24
2022-10-09,2022,10,Sunday,1,Ho Chi Minh City,170,Unhealthy,PM2.5,false,Valid,4.33,107.56,381.93,129.4,447.21,2729.26,39.04,52.89,33.26,54.31,11.04,24
2022-10-10,2022,10,Monday,2,Ho Chi Minh City,162,Unhealthy,PM2.5,false,Valid,4.71,96.09,223.02,111.81,262.16,2081.71,66.55,79.76,50.78,35.7,11.89,24
2022-10-11,2022,10,Tuesday,3,Ho Chi Minh City,65,Moderate,PM2.5,false,Valid,3.54,32.16,56.03,40.37,71.4,1035.29,31.51,37.2,40.77,16.4,7.73,24
2022-10-12,2022,10,Wednesday,4,Ho Chi Minh City,85,Moderate,PM2.5,false,Valid,3.96,42.72,77.68,51.19,92.17,1219.43,39.99,47.55,52.93,18.55,8.37,24
2022-10-13,2022,10,Thursday,5,Ho Chi Minh City,89,Moderate,PM2.5,false,Valid,4.29,44.39,60.62,54.17,77.02,1031.68,26.97,22.18,137.33,5.78,7.53,24
2022-10-14,2022,10,Friday,6,Ho Chi Minh City,116,Poor,PM2.5,false,Valid,4.63,59.21,103.57,71.46,131.45,1043.08,24.85,21.13,56.51,8.42,7.03,24
2022-10-15,2022,10,Saturday,7,Ho Chi Minh City,136,Poor,PM2.5,false,Valid,4.92,71.69,85.29,78.11,95.57,713.19,21.96,16.75,127.32,0.66,6.17,24
2022-10-16,2022,10,Sunday,1,Ho Chi Minh City,132,Poor,PM2.5,false,Valid,4.71,69.49,125.1,82.36,157.71,1374.36,29.37,24.09,130.18,11.44,9.96,24
2022-10-17,2022,10,Monday,2,Ho Chi Minh City,171,Unhealthy,PM2.5,false,Valid,4.42,109.32,478.11,130.76,563.79,2733.43,40.18,47.45,64.37,48.25,13.13,24
2022-10-18,2022,10,Tuesday,3,Ho Chi Minh City,286,Very Unhealthy,PM2.5,true,Valid,5.0,236.08,428.38,263.63,474.01,4199.58,94.11,112.81,37.19,85.58,16.75,24
2022-10-19,2022,10,Wednesday,4,Ho Chi Minh City,146,Poor,PM2.5,false,Valid,4.75,77.71,140.57,88.53,164.26,1424.99,50.23,51.34,52.21,9.94,7.93,24
2022-10-20,2022,10,Thursday,5,Ho Chi Minh City,105,Poor,PM2.5,false,Valid,4.38,52.49,79.2,63.02,100.3,950.18,43.0,40.11,65.09,3.43,6.36,24
2022-10-21,2022,10,Friday,6,Ho Chi Minh City,175,Unhealthy,PM2.5,false,Valid,4.79,114.73,330.6,135.21,388.9,2759.85,55.91,62.03,53.64,45.6,13.32,24
2022-10-22,2022,10,Saturday,7,Ho Chi Minh City,99,Moderate,PM2.5,false,Valid,3.88,49.94,138.92,58.7,165.74,1328.75,34.24,35.26,30.76,15.78,9.56,24
2022-10-23,2022,10,Sunday,1,Ho Chi Minh City,172,Unhealthy,PM2.5,false,Valid,4.54,110.95,265.92,126.67,311.57,2379.34,50.64,57.94,38.62,45.53,12.35,24
2022-10-24,2022,10,Monday,2,Ho Chi Minh City,170,Unhealthy,PM2.5,false,Valid,4.21,107.54,217.33,120.55,240.63,2112.31,67.86,68.47,57.22,40.49,9.68,24
2022-10-25,2022,10,Tuesday,3,Ho Chi Minh City,148,Poor,PM2.5,false,Valid,4.75,79.01,126.86,93.22,139.1,1816.91,49.51,50.41,10.28,28.38,9.57,24
2022-10-26,2022,10,Wednesday,4,Ho Chi Minh City,175,Unhealthy,PM2.5,false,Valid,5.0,115.14,220.81,133.33,267.02,2428.29,49.91,78.25,0.6,60.49,13.01,24
2022-10-27,2022,10,Thursday,5,Ho Chi Minh City,196,Unhealthy,PM2.5,false,Valid,4.75,145.15,352.7,163.22,399.74,3013.53,58.77,75.91,25.03,68.95,13.46,24
2022-10-28,2022,10,Friday,6,Ho Chi Minh City,185,Unhealthy,PM2.5,false,Valid,4.96,128.95,298.25,150.11,335.8,2878.35,53.74,65.3,1.61,53.79,14.55,24
2022-10-29,2022,10,Saturday,7,Ho Chi Minh City,144,Poor,PM2.5,false,Valid,4.17,76.83,203.25,88.77,224.91,1618.58,56.86,51.83,87.98,16.19,8.77,24
2022-10-30,2022,10,Sunday,1,Ho Chi Minh City,156,Unhealthy,PM2.5,false,Valid,4.13,87.57,192.08,106.22,237.72,1996.32,43.2,36.51,79.39,21.22,10.97,24
